HUC8 ID,p10,p50,p90
16060011,32.75814987008402,45.0529349769226,64.86324200748099
15030202,25.85710844643276,42.30097770078583,65.27023133421748
15030201,52.26554535428318,97.05576236087506,161.0464825647889
16060013,25.057395286921416,45.33708190170492,76.61660788162531
18090208,24.524498907851626,41.41485999909195,67.34412549580257
16060003,19.547797390327755,39.749142514870655,70.95526624909445
3050105,1388.679269015075,2153.0884047227114,2832.9220601900493
16040201,76.28097986264738,148.89835787649722,233.73234917064988
14030005,2985.4378694076436,4873.033902833947,6736.159190726299
3050102,403.1227034535643,608.0276856694717,802.5231547904558
16060010,35.735242733321506,50.329901370709095,72.60114487878832
11140205,290.9472127695159,536.0052971944169,898.485342432952
