HUC8 ID,p10,p50,p90
16060011,34.03467482437027,49.527599190697394,75.64945575384493
15030202,43.06515360712976,82.10175235314836,131.26387241890586
15030201,81.07572435376618,159.09276545281188,259.8625392676255
16060013,28.266855325202066,53.302781096367774,90.34647759657096
18090208,25.84402971595564,41.17440312852003,64.2630110887845
16060003,22.111966089207193,49.5480426514253,94.5999198566648
3050105,1675.9646087045303,2457.4577911408705,3131.1204877217824
16040201,126.32595972882636,241.47221204782522,410.1467582379724
14030005,6872.00508172215,9405.658151378859,12194.760752968245
3050102,452.7907894389399,654.8190907073961,831.1546173319219
16060010,37.136236002950334,58.33931079981228,91.97424167066809
11140205,410.5082828991075,584.0949206545821,769.7618138365607
