HUC8 ID,p10,p50,p90
16060011,30.743649090914985,38.69119996751472,51.9758140552523
15030202,33.75568925652109,62.807581012995165,104.91808419874434
15030201,67.48954906828146,137.2708612338052,242.04141963723364
16060013,21.41430472706818,36.324927874892616,60.161517018887146
18090208,25.34763506636615,46.89620706839504,81.21727287611759
16060003,16.081006857599576,32.362580744201146,58.39943199580468
3050105,1313.9301249669818,2368.374438004243,3684.386195243016
16040201,85.26904917205272,153.83274735416956,244.72677341298882
14030005,4200.311765242559,6139.907467713518,8508.67995276615
3050102,404.8778185709674,668.9572162102304,1007.7211449296392
16060010,32.813005380911186,44.80160811308692,64.83246201079768
11140205,319.9298900929173,499.02443671778394,717.7728575554627
