,CNRM RCP_45,HadGEM2 RCP_45,IPSL RCP_45,CGCM3 RCP_45,NorESM RCP_45,CNRM RCP_85,HadGEM2 RCP_85,IPSL RCP_85,CGCM3 RCP_85,NorESM RCP_85
0,7.883104662591003,2.900808589608047,-5.4778314891107085,3.2679547750754527,1.0848448304915337,6.094625373537589,-2.4311551066962584,-6.363930071452807,9.164233244477959,3.4727521426854837
