,HUC 8,baseline tavgC,midterm tavgC,change (C),area (m2),weighted avg
0,1010001,2.9968055555555555,6.931150793650794,3.934345238095238,17222890136.0,67760795792.80905
1,1010002,2.9673333333333334,6.969126984126984,4.00179365079365,3198097222.0,12798125157.62041
2,1010003,3.1515555555555554,7.171111111111111,4.019555555555556,2304014818.0,9261115561.774223
3,1010004,3.762388888888889,7.748452380952381,3.9860634920634923,6324223755.0,25208757425.446194
4,1010005,4.684361111111111,8.613690476190476,3.929329365079364,1936076711.0,7607483073.578573
5,1020001,3.9045833333333335,7.846587301587301,3.942003968253968,5520935487.0,21763549598.228153
6,1020002,4.026416666666667,7.976468253968254,3.950051587301587,2899615880.0,11453632309.358889
7,1020003,5.114222222222223,8.999285714285715,3.8850634920634928,3911366037.0,15195905394.445765
8,1020004,4.792194444444445,8.66218253968254,3.869988095238095,3784873612.0,14647415820.420809
9,1020005,6.319916666666667,10.127500000000001,3.8075833333333344,6202366353.0,23616026752.910255
10,1030001,3.6356666666666664,7.562777777777778,3.9271111111111114,4109383298.0,16138004809.390224
11,1030002,3.17125,7.068333333333333,3.8970833333333332,2270360302.0,8847783293.585833
12,1030003,5.891361111111111,9.721349206349206,3.829988095238095,8885465253.0,34031226139.641747
13,1040001,3.3458888888888887,7.238373015873016,3.8924841269841273,3549929487.0,13818044180.060406
14,1040002,6.017972222222222,9.86670634920635,3.8487341269841275,5584844092.0,21494580050.766083
15,1050001,5.6787222222222224,9.364087301587302,3.68536507936508,4261284753.0,15704390021.93705
16,1050002,7.02225,10.750555555555556,3.728305555555556,13760290256.0,51302566607.501785
17,1050003,6.985305555555556,10.449325396825397,3.4640198412698417,3541389759.0,12267444390.845823
18,1060001,7.490972222222222,11.269444444444444,3.778472222222222,3687466139.0,13932988376.596527
19,1060002,6.376194444444445,10.203888888888889,3.827694444444444,4405658885.0,16863516038.231804
20,1060003,8.272944444444445,12.03345238095238,3.760507936507935,4361702644.0,16402217409.449644
21,1070001,5.261916666666667,9.130396825396826,3.8684801587301587,2649280496.0,10248689033.686794
22,1070002,7.200083333333334,11.028531746031746,3.828448412698412,1258831686.0,4819372170.121166
23,1070003,7.144555555555556,10.989761904761904,3.8452063492063484,1980092605.0,7613864656.762538
24,1070004,8.465638888888888,12.147222222222222,3.681583333333334,1377639517.0,5071894685.128584
25,1070005,9.577,13.176349206349206,3.5993492063492063,1036702417.0,3731454021.849254
26,1070006,8.200611111111112,11.966746031746032,3.7661349206349204,4664426124.0,17566858110.318188
27,1080101,3.8408333333333338,7.762142857142857,3.9213095238095232,3631245577.0,14239237864.381308
28,1080102,4.4783888888888885,8.405079365079365,3.926690476190476,1315777373.0,5166650479.346024
29,1080103,5.329,9.246428571428572,3.917428571428572,2392551174.0,9372648327.632574
30,1080104,5.747333333333333,9.67123015873016,3.9238968253968265,1339361158.0,5255514995.936017
31,1080105,5.092305555555556,9.013769841269841,3.9214642857142854,1843735874.0,7230144382.181213
32,1080106,6.028722222222223,9.92265873015873,3.893936507936507,3422878138.0,13328470143.775934
33,1080107,6.185555555555555,10.057857142857143,3.872301587301588,2198562340.0,8513496438.963493
34,1080201,7.795222222222223,11.563492063492063,3.7682698412698405,2636938609.0,9936696233.574743
35,1080202,7.335111111111112,11.07015873015873,3.7350476190476174,1007913031.0,3764603166.643617
36,1080203,6.034861111111111,9.854642857142856,3.8197817460317456,1718228966.0,6563259639.829801
37,1080204,8.195500000000001,11.85170634920635,3.6562063492063483,1871872046.0,6843950459.487078
38,1080205,9.967166666666666,13.444841269841268,3.477674603174602,2809279002.0,9769758238.487093
39,1080206,7.50375,11.223809523809523,3.720059523809523,1343557033.0,4998112136.392916
40,1080207,8.51375,12.155119047619047,3.6413690476190474,1571449805.0,5722228679.813988
41,1090001,10.067444444444446,13.640833333333333,3.5733888888888874,2623762015.0,9375722031.489717
42,1090002,9.702444444444444,12.794365079365079,3.091920634920635,3118335980.0,9641647363.177462
43,1090003,9.343805555555555,12.876428571428571,3.532623015873016,1228673900.0,4340441698.14246
44,1090004,9.85375,13.089087301587302,3.235337301587302,3571464446.0,11554892143.436628
45,1090005,9.821944444444446,13.003690476190476,3.18174603174603,955565849.0,3040367848.127776
46,1100001,9.075083333333334,12.537023809523808,3.461940476190474,1913205934.0,6623405062.2024
47,1100002,9.015944444444445,12.47642857142857,3.4604841269841256,1362979926.0,4716570399.320998
48,1100003,10.005777777777778,13.320714285714287,3.3149365079365083,955502285.0,3167429407.9632545
49,1100004,10.58136111111111,13.977301587301586,3.395940476190475,1326991202.0,4506383134.420451
50,1100005,8.561333333333332,12.22063492063492,3.659301587301588,5050355690.0,18480774592.854607
51,1100006,10.670666666666667,14.153253968253969,3.4825873015873015,1163928390.0,4053482230.970952
52,1110000,4.558111111111112,8.533095238095237,3.9749841269841255,1920366420.0,7633426037.493331
53,2010001,7.500638888888889,11.487063492063491,3.9864246031746022,1780459678.0,7097668265.33953
54,2010002,6.418805555555555,10.38234126984127,3.9635357142857144,2442782710.0,9682056513.324642
55,2010003,5.458583333333333,9.429365079365079,3.9707817460317454,2753753245.0,10934553118.321684
56,2010004,5.030638888888888,9.06420634920635,4.033567460317461,1333546113.0,5378948208.229632
57,2010005,5.751194444444445,9.744960317460318,3.9937658730158736,1868162755.0,7461004656.158315
58,2010006,5.553722222222222,9.615317460317462,4.06159523809524,1588253105.0,6450841248.157979
59,2010007,5.7892222222222225,9.805873015873017,4.016650793650794,1906418734.0,7657418320.951842
60,2010008,7.142972222222222,11.177539682539683,4.034567460317461,7338397967.0,29607261648.518005
