,HUC 8,baseline pptMM,midterm pptMM,change (%),area (m2),weighted avg
0,1010001,958.7713333333334,1062.5404761904763,10.823137827491323,17222890136.0,186405713729.66876
1,1010002,967.3663333333334,1072.8509523809523,10.90430950642472,3198097222.0,34873041940.32509
2,1010003,989.0836666666667,1097.3395238095238,10.945065699820187,2304014818.0,25217593556.36925
3,1010004,991.869,1103.352380952381,11.239728326258913,6324223755.0,71082556880.673
4,1010005,1018.814,1137.0438095238094,11.604651047571926,1936076711.0,22467494632.48576
5,1020001,1058.504,1184.7771428571427,11.92939685226913,5520935487.0,65861430420.19874
6,1020002,1043.4323333333334,1165.3461904761905,11.683925564525383,2899615880.0,33878896107.635765
7,1020003,1088.4513333333334,1223.942380952381,12.448057480357187,3911366037.0,48688909255.2929
8,1020004,1117.4556666666665,1266.828095238095,13.367190576517604,3784873612.0,50593126879.63655
9,1020005,1090.492,1248.8,14.51711704441665,6202366353.0,90040478298.85265
10,1030001,1048.444,1180.219523809524,12.568675466646189,4109383298.0,51649505040.6182
11,1030002,1038.7016666666666,1173.737619047619,13.000455926320118,2270360302.0,29515719043.017834
12,1030003,1095.6623333333334,1244.2685714285715,13.563141998605838,8885465253.0,120514826950.11714
13,1040001,1091.411,1241.5866666666666,13.759772135947552,3549929487.0,48846220839.801186
14,1040002,1197.1913333333332,1360.7295238095237,13.660154891102664,5584844092.0,76289835339.37962
15,1050001,1090.1476666666667,1231.9604761904764,13.008587172179084,4261284753.0,55433294174.87811
16,1050002,1209.4383333333333,1381.5680952380953,14.232206567353888,13760290256.0,195839293350.13892
17,1050003,1088.5223333333333,1238.5585714285714,13.783478161241655,3541389759.0,48812668403.621346
18,1060001,1173.6223333333332,1332.1538095238095,13.507878274624655,3687466139.0,49809843747.41216
19,1060002,1256.5626666666665,1418.3414285714284,12.874707023877995,4405658885.0,56721567391.52
20,1060003,1179.2973333333332,1329.6228571428571,12.747041781619444,4361702644.0,55598805842.068
21,1070001,1128.7726666666667,1285.078095238095,13.847378944159559,2649280496.0,36685590957.482994
22,1070002,1131.905,1292.567619047619,14.194002062683623,1258831686.0,17867859547.655502
23,1070003,1135.106,1278.6957142857143,12.649894748659097,1980092605.0,25047963045.848213
