,HUC 8,baseline pptMM,midterm pptMM,change (%),area (m2),weighted avg
0,1010001,982.5626666666667,1034.4157142857143,5.277327276738342,17222890136.0,90890827898.98053
1,1010002,993.1516666666666,1039.1066666666668,4.627188529445838,3198097222.0,14798198781.690998
2,1010003,1013.3456666666666,1061.6819047619047,4.769965440740168,2304014818.0,10990071056.813248
3,1010004,1017.2373333333333,1057.985238095238,4.005742163274715,6324223755.0,25333209745.387043
4,1010005,1048.2553333333333,1074.9766666666667,2.54912448175795,1936076711.0,4935300542.571511
5,1020001,1088.843,1144.217142857143,5.085594787966947,5520935487.0,28077240737.388958
6,1020002,1072.3703333333333,1123.8266666666666,4.798373447481294,2899615880.0,13913439846.487104
7,1020003,1121.2803333333334,1161.161904761905,3.556788631975013,3911366037.0,13911902255.894758
8,1020004,1152.9223333333332,1211.919523809524,5.1171868885233485,3784873612.0,19367905622.044407
9,1020005,1131.798,1170.1838095238095,3.3915777836512775,6202366353.0,21035807928.900997
10,1030001,1084.0323333333333,1133.0742857142857,4.524030406929961,4109383298.0,18590974993.882122
11,1030002,1080.0446666666667,1122.0438095238094,3.888648696980685,2270360302.0,8828633630.048975
12,1030003,1137.7106666666666,1183.8590476190477,4.056249299972674,8885465253.0,36041662212.412766
13,1040001,1137.5819999999999,1186.0923809523808,4.264341467461771,3549929487.0,15138111517.979391
14,1040002,1248.7223333333334,1297.5066666666667,3.9067398757182965,5584844092.0,21818533113.886143
15,1050001,1128.6346666666666,1160.8542857142857,2.8547429916163365,4261284753.0,12164872783.908302
16,1050002,1253.2456666666667,1278.42,2.008730929849618,13760290256.0,27640720640.93552
17,1050003,1128.2646666666667,1157.1038095238096,2.5560618628911707,3541389759.0,9052011304.613255
18,1060001,1218.1403333333333,1262.2442857142858,3.6205970013541804,3687466139.0,13350828845.458477
19,1060002,1308.948,1359.447619047619,3.858030956739214,4405658885.0,16997168363.163168
20,1060003,1227.7326666666668,1268.0228571428572,3.2816745509899636,4361702644.0,14313688565.800438
21,1070001,1189.7843333333333,1235.0695238095238,3.806167992590582,2649280496.0,10083606627.269701
22,1070002,1189.2633333333333,1237.002380952381,4.014169636025181,1258831686.0,5053163930.807585
23,1070003,1194.2956666666666,1241.5128571428572,3.953559557657602,1980092605.0,7828414043.544889
24,1070004,1229.7063333333333,1287.3595238095238,4.688370622595029,1377639517.0,6458884640.028805
25,1070005,1226.362,1277.9642857142858,4.207753152355152,1036702417.0,4362187863.185955
26,1070006,1168.5726666666667,1218.9652380952382,4.312318169508058,4664426124.0,20114489524.853245
27,1080101,1192.3413333333333,1250.644761904762,4.8898270102265435,3631245577.0,17756162703.18027
28,1080102,1083.749,1128.2519047619048,4.106384851280582,1315777373.0,5403088272.14496
29,1080103,1125.699,1176.9961904761903,4.5569188989410385,2392551174.0,10902661661.484169
30,1080104,1078.919,1125.782857142857,4.343593647239217,1339361158.0,5817640617.247762
31,1080105,1197.2756666666667,1249.492380952381,4.361294206462137,1843735874.0,8041074585.522605
32,1080106,1147.2493333333334,1194.7809523809524,4.143094065656663,3422878138.0,14181306101.013727
33,1080107,1240.4823333333334,1295.2947619047618,4.418638387548856,2198562340.0,9714651952.94324
34,1080201,1168.307,1221.927619047619,4.589600083507066,2636938609.0,12102493660.069407
35,1080202,1162.9389999999999,1221.6557142857143,5.0489934799430145,1007913031.0,5088946321.868602
36,1080203,1354.2053333333336,1427.967619047619,5.44690556879746,1718228966.0,9359030923.374502
37,1080204,1213.2366666666667,1260.17,3.8684400680274025,1871872046.0,7241224824.966833
38,1080205,1248.181,1295.3985714285714,3.7829106057992647,2809279002.0,10627251331.314974
39,1080206,1259.3283333333334,1332.7157142857143,5.827501772959467,1343557033.0,7829580991.879661
40,1080207,1295.115,1350.3676190476192,4.266232654831362,1571449805.0,6704170473.519376
41,1090001,1233.0466666666666,1287.912857142857,4.4496442802535565,2623762015.0,11674807642.791296
42,1090002,1173.893,1203.1261904761905,2.4902772634465347,3118335980.0,7765521190.781268
43,1090003,1241.9540000000002,1292.7376190476189,4.089009661196686,1228673900.0,5024059447.56021
44,1090004,1204.849,1246.7114285714285,3.4744958556158165,3571464446.0,12409038416.106237
45,1090005,1246.0133333333333,1284.2309523809522,3.06719182092371,955565849.0,2930903756.4068213
46,1100001,1279.003,1332.3695238095238,4.172509666476457,1913205934.0,7982870253.575118
47,1100002,1261.1870000000001,1313.797619047619,4.171516123114091,1362979926.0,5685692736.78985
48,1100003,1304.29,1350.9814285714285,3.5798348964899342,955502285.0,3420540423.518871
49,1100004,1276.072,1322.8128571428572,3.6628698962799353,1326991202.0,4860596126.434127
50,1100005,1248.6326666666669,1303.2247619047619,4.372150168378449,5050355690.0,22080913480.40456
51,1100006,1280.762,1337.0523809523809,4.395069572050149,1163928390.0,5115546250.934319
52,1110000,1095.609,1142.5728571428572,4.286552697436517,1920366420.0,8231751857.717507
53,2010001,1084.9023333333332,1129.354761904762,4.097366850972646,1780459678.0,7295196464.130631
54,2010002,1144.326,1191.0219047619048,4.080647015090523,2442782710.0,9968133974.07624
55,2010003,1116.1503333333335,1173.0790476190475,5.100452204829697,2753753245.0,14045386810.017183
56,2010004,1030.7883333333334,1077.817619047619,4.562458090906371,1333546113.0,6084248252.853591
57,2010005,1113.1666666666667,1167.7866666666666,4.906722563257962,1868162755.0,9166556341.796658
58,2010006,1016.018,1066.7514285714285,4.993359229012525,1588253105.0,7930718299.8595495
59,2010007,1154.2269999999999,1207.6461904761904,4.628135581318977,1906418734.0,8823164375.71848
60,2010008,948.9403333333333,990.1804761904763,4.345915270803074,7338397967.0,31892055788.015533
61,2020001,1132.2903333333334,1188.9733333333334,5.006048213193847,4309337210.0,21572749840.170258
62,2020002,1252.7876666666666,1321.277619047619,5.4670040425274875,2731301851.0,14932038260.77981
