,HUC 8,baseline tavgC,midterm tavgC,change (C),area (m2),weighted avg
0,1010001,2.9969444444444444,5.162579365079365,2.1656349206349206,17222890136.0,37298492312.78032
1,1010002,2.9640555555555554,5.184166666666666,2.2201111111111107,3198097222.0,7100131176.975777
2,1010003,3.165861111111111,5.392936507936508,2.2270753968253967,2304014818.0,5131214715.088944
3,1010004,3.769722222222222,6.020952380952381,2.251230158730159,6324223755.0,14237283247.813692
4,1010005,4.687027777777778,6.967420634920635,2.280392857142857,1936076711.0,4415015502.645036
5,1020001,3.8793888888888888,6.123055555555556,2.2436666666666674,5520935487.0,12387138920.999004
6,1020002,4.008277777777778,6.265595238095237,2.2573174603174593,2899615880.0,6545353554.137774
7,1020003,5.107944444444445,7.380714285714286,2.2727698412698416,3911366037.0,8889634767.06074
8,1020004,4.768527777777778,7.001507936507936,2.2329801587301583,3784873612.0,8451547678.897347
9,1020005,6.308138888888889,8.545357142857144,2.237218253968255,6202366353.0,13876047222.730112
10,1030001,3.607666666666667,5.839246031746032,2.231579365079365,4109383298.0,9170414971.018587
11,1030002,3.132277777777778,5.3624206349206345,2.2301428571428565,2270360302.0,5063227810.645999
12,1030003,5.866666666666666,8.083293650793651,2.216626984126985,8885465253.0,19695762046.322506
13,1040001,3.3021666666666665,5.529246031746031,2.2270793650793648,3549929487.0,7905974707.984475
14,1040002,5.981138888888889,8.18484126984127,2.2037023809523806,5584844092.0,12307334222.788237
15,1050001,5.681194444444444,7.872063492063492,2.1908690476190475,4261284753.0,9335916868.438679
16,1050002,7.038972222222222,9.274484126984126,2.2355119047619034,13760290256.0,30761292680.26722
17,1050003,6.978194444444444,9.008690476190477,2.0304960317460328,3541389759.0,7190777852.515539
18,1060001,7.46075,9.64015873015873,2.1794087301587295,3687466139.0,8036495895.501303
19,1060002,6.333833333333333,8.496785714285714,2.1629523809523814,4405658885.0,9529230374.974764
20,1060003,8.217888888888888,10.377222222222223,2.1593333333333344,4361702644.0,9418369909.277338
21,1070001,5.2090000000000005,7.390039682539682,2.181039682539682,2649280496.0,5778185891.954411
22,1070002,7.142194444444445,9.304206349206348,2.1620119047619033,1258831686.0,2721609091.2234983
23,1070003,7.072444444444445,9.279404761904763,2.206960317460318,1980092605.0,4369985804.131628
24,1070004,8.377138888888888,10.575595238095238,2.1984563492063494,1377639517.0,3028680343.0662184
25,1070005,9.48247222222222,11.685634920634921,2.203162698412701,1036702417.0,2284024094.488689
26,1070006,8.127027777777778,10.30904761904762,2.1820198412698417,4664426124.0,10177870350.705383
27,1080101,3.808555555555556,6.01813492063492,2.2095793650793643,3631245577.0,8023525296.47491
28,1080102,4.447388888888889,6.629087301587302,2.181698412698413,1315777373.0,2870629406.138588
29,1080103,5.285694444444444,7.479484126984127,2.1937896825396823,2392551174.0,5248754080.469404
30,1080104,5.692694444444444,7.884285714285714,2.19159126984127,1339361158.0,2935332221.037294
31,1080105,5.0383611111111115,7.212579365079366,2.174218253968254,1843735874.0,4008684192.746913
32,1080106,5.9615,8.146071428571428,2.184571428571428,3422878138.0,7477521783.75657
33,1080107,6.112722222222222,8.268412698412698,2.1556904761904763,2198562340.0,4739419897.649048
34,1080201,7.7165,9.899563492063491,2.183063492063491,2636938609.0,5756604408.1205845
35,1080202,7.2555,9.452222222222222,2.1967222222222222,1007913031.0,2214104953.2650557
36,1080203,5.9584166666666665,8.105595238095239,2.1471785714285723,1718228966.0,3689344416.6030726
37,1080204,8.110583333333333,10.29813492063492,2.187551587301588,1871872046.0,4094816665.4527707
38,1080205,9.871972222222222,12.087539682539683,2.2155674603174607,2809279002.0,6224147143.78431
39,1080206,7.424555555555556,9.592103174603174,2.1675476190476184,1343557033.0,2912223847.9338326
40,1080207,8.429944444444445,10.614404761904762,2.184460317460317,1571449805.0,3432769739.9032536
41,1090001,9.976611111111112,12.181111111111111,2.2044999999999995,2623762015.0,5784083362.067498
42,1090002,9.608777777777778,11.73547619047619,2.1266984126984116,3118335980.0,6631760178.926346
43,1090003,9.244666666666665,11.448849206349207,2.2041825396825416,1228673900.0,2708221557.343653
44,1090004,9.748666666666667,11.909801587301587,2.16113492063492,3571464446.0,7718416532.056648
45,1090005,9.71525,11.937063492063492,2.221813492063493,955565849.0,2123089095.8633065
46,1100001,8.976805555555556,11.189087301587302,2.2122817460317457,1913205934.0,4232550564.1878166
47,1100002,8.922638888888889,11.131190476190476,2.208551587301587,1362979926.0,3010211479.027499
48,1100003,9.90011111111111,12.160833333333333,2.2607222222222223,955502285.0,2160125249.083611
49,1100004,10.49036111111111,12.715674603174605,2.2253134920634956,1326991202.0,2952971425.6601553
50,1100005,8.477944444444445,10.617896825396825,2.13995238095238,5050355690.0,10807520683.471899
51,1100006,10.586388888888887,12.748849206349208,2.1624603174603205,1163928390.0,2516948955.74048
