,HUC 8,baseline tavgC,midterm tavgC,change (C),area (m2),weighted avg
0,1010001,2.8625555555555553,5.577857142857143,2.7153015873015875,17222890136.0,46765340924.20165
1,1010002,2.8249166666666667,5.573015873015873,2.748099206349206,3198097222.0,8788688437.6058
2,1010003,3.0152777777777775,5.815198412698413,2.7999206349206354,2304014818.0,6451058632.081112
3,1010004,3.6255,6.37765873015873,2.75215873015873,6324223755.0,17405267618.800476
4,1010005,4.545416666666667,7.238095238095238,2.692678571428571,1936076711.0,5213232272.351606
5,1020001,3.7533888888888884,6.419087301587302,2.6656984126984136,5520935487.0,14717148964.306242
6,1020002,3.8762777777777777,6.551904761904762,2.675626984126984,2899615880.0,7758290492.131111
7,1020003,4.977472222222222,7.552817460317461,2.575345238095239,3911366037.0,10073117897.835396
8,1020004,4.6425833333333335,7.175515873015873,2.5329325396825393,3784873612.0,9586829530.420586
9,1020005,6.1925,8.594801587301587,2.4023015873015874,6202366353.0,14899954534.837858
10,1030001,3.4879722222222225,6.1306746031746036,2.642702380952381,4109383298.0,10859877025.870548
11,1030002,3.025611111111111,5.625873015873016,2.600261904761905,2270360302.0,5903531403.374334
12,1030003,5.755222222222222,8.211428571428572,2.45620634920635,8885465253.0,21824536170.071007
13,1040001,3.2065833333333336,5.770079365079365,2.5634960317460314,3549929487.0,9100230152.902725
14,1040002,5.899916666666667,8.333373015873017,2.4334563492063497,5584844092.0,13590474315.00497
15,1050001,5.545916666666667,7.919563492063492,2.3736468253968255,4261284753.0,10114785026.070345
16,1050002,6.925277777777778,9.180436507936507,2.2551587301587297,13760290256.0,31031638700.336502
17,1050003,6.8885,8.99563492063492,2.1071349206349206,3541389759.0,7462186028.767785
18,1060001,7.379305555555556,9.695238095238095,2.3159325396825388,3687466139.0,8539922820.287636
19,1060002,6.260361111111111,8.653611111111111,2.39325,4405658885.0,10543843126.52625
20,1060003,8.144777777777778,10.371309523809524,2.226531746031746,4361702644.0,9711469403.616604
21,1070001,5.1257222222222225,7.595753968253968,2.4700317460317454,2649280496.0,6543806929.262729
22,1070002,7.066222222222223,9.458968253968255,2.3927460317460323,1258831686.0,3012064521.3126674
23,1070003,7.005083333333333,9.381230158730158,2.376146825396825,1980092605.0,4704990757.362479
24,1070004,8.321666666666667,10.542896825396825,2.221230158730158,1377639517.0,3060054443.0188484
25,1070005,9.43538888888889,11.57297619047619,2.137587301587301,1036702417.0,2216041922.1040626
26,1070006,8.062694444444444,10.328809523809523,2.266115079365079,4664426124.0,10570126376.180809
27,1080101,3.715305555555555,6.295396825396826,2.5800912698412706,3631245577.0,9368945011.867428
28,1080102,4.346277777777777,6.954325396825396,2.6080476190476194,1315777373.0,3431610044.8493814
29,1080103,5.203222222222222,7.724484126984128,2.5212619047619054,2392551174.0,6032248130.199573
30,1080104,5.616833333333333,8.135753968253969,2.5189206349206357,1339361158.0,3373744458.497398
31,1080105,4.9639444444444445,7.516507936507937,2.5525634920634923,1843735874.0,4706252880.980175
32,1080106,5.890944444444444,8.372103174603174,2.4811587301587297,3422878138.0,8492703974.368157
33,1080107,6.045833333333333,8.498134920634921,2.452301587301588,2198562340.0,5391537916.163494
34,1080201,7.657111111111111,9.993611111111111,2.3365,2636938609.0,6161207059.9285
35,1080202,7.193444444444444,9.508412698412698,2.314968253968254,1007913031.0,2333286669.5259204
36,1080203,5.899055555555555,8.284087301587302,2.385031746031747,1718228966.0,4098030630.8613033
37,1080204,8.058833333333334,10.29015873015873,2.2313253968253957,1871872046.0,4176755635.8473153
38,1080205,9.831,11.928055555555556,2.0970555555555563,2809279002.0,5891214138.249669
39,1080206,7.37425,9.649126984126983,2.2748769841269834,1343557033.0,3056426971.233638
40,1080207,8.383111111111111,10.574642857142857,2.191531746031746,1571449805.0,3443882134.952897
41,1090001,9.928527777777779,12.004007936507938,2.0754801587301586,2623762015.0,5445566003.362361
42,1090002,9.576416666666667,11.347579365079364,1.771162698412697,3118335980.0,5523080368.894201
43,1090003,9.1985,11.306230158730159,2.10773015873016,1228673900.0,2589713034.2746043
44,1090004,9.716333333333333,11.613055555555556,1.8967222222222233,3571464446.0,6774075980.604782
45,1090005,9.686055555555555,11.581666666666667,1.895611111111112,955565849.0,1811381240.7627232
46,1100001,8.929805555555555,11.027817460317461,2.098011904761906,1913205934.0,4013928825.7931213
47,1100002,8.872416666666668,10.981904761904762,2.1094880952380937,1362979926.0,2875189927.945498
