,HUC 8,baseline tavgC,midterm tavgC,change (C),area (m2),weighted avg
0,1010001,3.009583333333333,5.800753968253968,2.791170634920635,17222890136.0,48072025196.06746
1,1010002,2.9851666666666667,5.8253571428571425,2.8401904761904757,3198097222.0,9083205271.855618
2,1010003,3.1854444444444443,6.028849206349206,2.843404761904762,2304014818.0,6551246705.000334
3,1010004,3.7911944444444443,6.62845238095238,2.837257936507936,6324223755.0,17943454041.12577
4,1010005,4.705388888888889,7.534007936507937,2.828619047619048,1936076711.0,5476423462.386239
5,1020001,3.899111111111111,6.72718253968254,2.8280714285714295,5520935487.0,15613599909.77079
6,1020002,4.031361111111111,6.858928571428571,2.82756746031746,2899615880.0,8198859509.707776
7,1020003,5.1273333333333335,7.9126587301587294,2.785325396825396,3911366037.0,10894427159.136402
8,1020004,4.781444444444444,7.554285714285713,2.772841269841269,3784873612.0,10494853752.48679
9,1020005,6.322861111111111,9.010357142857142,2.687496031746031,6202366353.0,16668834961.122602
10,1030001,3.6268333333333334,6.465912698412699,2.8390793650793653,4109383298.0,11666865324.553589
11,1030002,3.1518055555555557,5.99797619047619,2.846170634920634,2270360302.0,6461832822.241942
12,1030003,5.874805555555556,8.636587301587301,2.7617817460317458,8885465253.0,24539715740.73475
13,1040001,3.3169166666666667,6.18765873015873,2.870742063492063,3549929487.0,10190931900.761702
14,1040002,5.993361111111112,8.787261904761905,2.793900793650794,5584844092.0,15603500341.054747
15,1050001,5.692555555555556,8.317857142857143,2.6253015873015872,4261284753.0,11187157625.994951
16,1050002,7.0489444444444445,9.624801587301587,2.575857142857142,13760290256.0,35444541943.70513
17,1050003,6.97861111111111,9.441626984126984,2.4630158730158733,3541389759.0,8722499188.952858
18,1060001,7.471583333333333,10.209484126984128,2.7379007936507946,3687466139.0,10095916468.528532
19,1060002,6.35063888888889,9.121825396825397,2.7711865079365072,4405658885.0,12208902460.682596
20,1060003,8.25225,10.9515873015873,2.699337301587301,4361702644.0,11773706645.381155
21,1070001,5.218222222222223,8.06186507936508,2.843642857142858,2649280496.0,7533607559.018288
22,1070002,7.168333333333334,9.950674603174603,2.782341269841269,1258831686.0,3502499351.741666
23,1070003,7.124472222222223,9.926746031746031,2.8022738095238084,1980092605.0,5548761647.423272
24,1070004,8.429222222222222,11.159563492063493,2.7303412698412703,1377639517.0,3761426028.2292943
25,1070005,9.538055555555555,12.216666666666667,2.6786111111111115,1036702417.0,2776922613.0919447
26,1070006,8.177222222222222,10.912896825396826,2.735674603174605,4664426124.0,12760352085.81096
27,1080101,3.8145555555555557,6.718373015873016,2.9038174603174607,3631245577.0,10544474309.193151
