,HUC 8,baseline tavgC,midterm tavgC,change (C),area (m2),weighted avg
0,1010001,3.155777777777778,5.324603174603174,2.1688253968253965,17222890136.0,37353441533.69041
1,1010002,3.1287777777777777,5.327142857142857,2.1983650793650797,3198097222.0,7030585253.259271
2,1010003,3.324722222222222,5.549801587301587,2.2250793650793654,2304014818.0,5126615828.36889
3,1010004,3.9185833333333333,6.139404761904762,2.220821428571429,6324223755.0,14044971634.184467
4,1010005,4.828194444444445,7.05813492063492,2.2299404761904755,1936076711.0,4317335822.868629
5,1020001,4.023444444444444,6.233214285714286,2.209769841269842,5520935487.0,12199996734.769028
6,1020002,4.151222222222222,6.372142857142857,2.2209206349206356,2899615880.0,6439816741.235558
7,1020003,5.229833333333334,7.436626984126984,2.2067936507936503,3911366037.0,8631577736.381521
8,1020004,4.889222222222222,7.080992063492063,2.191769841269841,3784873612.0,8295571835.79965
9,1020005,6.4085,8.579246031746031,2.170746031746031,6202366353.0,13463762148.209852
10,1030001,3.7580277777777775,5.944404761904762,2.1863769841269844,4109383298.0,8984661061.703041
11,1030002,3.289555555555556,5.475952380952381,2.1863968253968253,2270360302.0,4963908556.799778
12,1030003,5.986472222222222,8.15063492063492,2.1641626984126976,8885465253.0,19229592458.584743
13,1040001,3.453361111111111,5.657579365079365,2.204218253968254,3549929487.0,7824819375.54556
14,1040002,6.108722222222222,8.295793650793652,2.1870714285714294,5584844092.0,12214452946.639147
15,1050001,5.766444444444445,7.879246031746032,2.112801587301587,4261284753.0,9003249190.08245
16,1050002,7.1041944444444445,9.235753968253968,2.131559523809524,13760290256.0,29330877745.560192
17,1050003,7.0625,9.039523809523809,1.9770238095238089,3541389759.0,7001411872.346784
18,1060001,7.570694444444444,9.73373015873016,2.163035714285715,3687466139.0,7976120953.876252
19,1060002,6.445666666666667,8.636468253968255,2.1908015873015882,4405658885.0,9651924478.367346
20,1060003,8.316194444444445,10.46563492063492,2.1494404761904757,4361702644.0,9375220208.120617
21,1070001,5.327777777777778,7.537619047619048,2.2098412698412693,2649280496.0,5854489375.446347
22,1070002,7.2578611111111115,9.453373015873016,2.1955119047619043,1258831686.0,2763779952.7044992
23,1070003,7.185972222222222,9.397936507936507,2.2119642857142843,1980092605.0,4379894124.666962
24,1070004,8.484666666666666,10.674206349206349,2.1895396825396833,1377639517.0,3016396390.7063026
