,CNRM RCP_45,HadGEM2 RCP_45,IPSL RCP_45,CGCM3 RCP_45,NorESM RCP_45,CNRM RCP_85,HadGEM2 RCP_85,IPSL RCP_85,CGCM3 RCP_85,NorESM RCP_85
0,1.853070131336001,3.1497248018273925,2.523950267841398,1.2105358299090268,2.352639595118895,2.5462904215035347,3.8411504516660755,3.1911549420898684,1.560091936968269,2.89521954345718
