,HUC8,Avg_Y2015,Avg_Y2016,Avg_Y2017,Avg_Y2018,Avg_Y2019,Avg_Y2020,Avg_Y2021,Avg_Y2022,Avg_Y2023,Avg_Y2024,Avg_Y2025,Avg_Y2026,Avg_Y2027,Avg_Y2028,Avg_Y2029,Avg_Y2030,Avg_Y2031,Avg_Y2032,Avg_Y2033,Avg_Y2034,Avg_Y2035,Avg_Y2036,Avg_Y2037,Avg_Y2038,Avg_Y2039,Avg_Y2040,Avg_Y2041,Avg_Y2042,Avg_Y2043,Avg_Y2044,Avg_Y2045,Avg_Y2046,Avg_Y2047,Avg_Y2048,Avg_Y2049,Avg_Y2050,Avg_Y2051,Avg_Y2052,Avg_Y2053,Avg_Y2054,Avg_Y2055,Avg_Y2056,Avg_Y2057,Avg_Y2058,Avg_Y2059,Avg_Y2060,Avg_Y2061,Avg_Y2062,Avg_Y2063,Avg_Y2064,Avg_Y2065,Avg_Y2066,Avg_Y2067,Avg_Y2068,Avg_Y2069,Avg_Y2070
0,18090208.0,561.87,1332.411345272353,1229.9583341494492,732.4086272663438,3874.077571949608,1756.978224460658,790.0258545810302,4544.33294743687,669.8714317302586,535.1328836022941,1017.5248423428874,1773.997280802341,1177.4281797003928,683.0945479832088,1169.1618903156489,900.8079385786758,2383.1525492945675,2192.817570041472,594.7464438672706,1744.6681461787828,1737.4747991294869,497.9394995796881,1785.7535016466509,1270.3627921405866,1355.132270755276,1964.5743878925684,719.8128283675845,879.0115315009995,1979.2523251112525,3025.5506326417326,1332.4268190891664,1968.395488865536,1598.8746226277185,904.23766194148,2452.4561226419296,977.6964982725876,1637.0633352911727,1727.9866966582747,947.097467863496,1850.779728074873,904.622460438902,2500.208027625717,552.3435736165479,2190.6756669930933,2031.1692867143995,1897.1065432423084,3063.474841829148,1625.990572948236,4829.467311300897,641.7173807618818,911.6876848783296,1469.4786230614318,1056.8675168340071,1781.609139749013,2048.305058664974,4113.73943774703
1,16060003.0,41.5,26.399286481609227,54.05809443075034,34.32833788715161,115.91410725436042,71.23069375700784,31.58548923436009,220.9232609804857,32.39141945507803,25.15322572817352,32.29638472834413,79.49032431336492,45.028431126542,36.7255514373965,74.0189327189383,69.7857048388242,85.4013313838387,50.766628338553005,34.25013976636207,74.8545415919521,56.21495743847519,33.31263375897185,42.743959352290666,44.71007137557306,57.42288370449344,64.3306147563745,33.6354435160703,50.9595926351431,97.63872307168602,64.49839437281337,62.65989829069304,38.88105824402117,43.54661005652849,46.7839831303323,51.3707482901438,57.48111594328813,39.8532184745199,46.68888828995397,46.24538911790111,64.76665774800206,50.01141952522306,49.18925953678383,23.421527991734745,29.15341166064591,64.17827702169164,49.53378775016203,42.194647758718666,97.83826735407024,300.8963948624385,23.60516493620935,109.20888521695645,74.99429336827153,39.80134983426441,38.08289784032737,138.2433217462069,186.1703000197048
2,16060011.0,57.55,35.408640298465,73.8822794881674,47.4046376092318,153.45047628022752,96.3393295075787,42.87563899671905,297.91507382248,43.244196658478,33.9117047232663,40.9114483949664,108.543830491384,59.233710125969,48.0108924002733,99.04024064700404,93.91376490882104,116.12818702695,66.95665949618291,45.87147979248785,98.6931250069311,76.57387773096204,46.30541586606625,57.1561785277996,61.274601010020646,78.65594366442095,86.36072728072925,45.1636938969282,69.1519643905255,130.77678702033649,83.7171574776947,83.86138680884216,50.06284888497705,56.56716725680005,60.03610814435835,67.3501249458527,76.33727012947215,52.66362688833575,58.78929968192125,62.633145592060856,89.11909130171844,68.87061274280525,63.8949453645472,32.485807614841605,38.781087191347495,85.3834669205722,62.54212016916675,55.34545695876125,136.397020991916,403.74357449325805,31.22335294568095,148.0477466368685,101.77770143897035,52.865350640838656,49.29304982012314,190.4831977271225,253.868057314564
3,16060013.0,57.55,35.408640298465,73.8822794881674,47.4046376092318,153.45047628022752,96.3393295075787,42.87563899671905,297.91507382248,43.244196658478,33.9117047232663,40.9114483949664,108.543830491384,59.233710125969,48.0108924002733,99.04024064700404,93.91376490882104,116.12818702695,66.95665949618291,45.87147979248785,98.6931250069311,76.57387773096204,46.30541586606625,57.1561785277996,61.274601010020646,78.65594366442095,86.36072728072925,45.1636938969282,69.1519643905255,130.77678702033649,83.7171574776947,83.86138680884216,50.06284888497705,56.56716725680005,60.03610814435835,67.3501249458527,76.33727012947215,52.66362688833575,58.78929968192125,62.633145592060856,89.11909130171844,68.87061274280525,63.8949453645472,32.485807614841605,38.781087191347495,85.3834669205722,62.54212016916675,55.34545695876125,136.397020991916,403.74357449325805,31.22335294568095,148.0477466368685,101.77770143897035,52.865350640838656,49.29304982012314,190.4831977271225,253.868057314564
4,16060010.0,34.68,32.51248480684944,64.72148572991345,36.9827663574557,149.28791905369496,71.23273352344978,35.79231492317989,235.0267202672488,37.753711519259575,26.13720381372144,48.89379533392348,91.8743643836933,53.335541913369326,50.03908464153638,90.94954345174216,73.7999611130097,107.48113897293425,68.69786503202155,40.94613441499617,71.25845653405425,65.56420429994913,35.167307787354915,58.96485740055497,55.14647590104498,64.09991074946595,67.98949935020426,34.75159775533197,47.9109336948437,122.66962457796537,81.7236613813695,62.58841778041615,57.75504322624211,63.400068341513176,73.47464125497282,62.0665522416886,60.15726584818303,52.76250160981215,59.3075791870361,49.635679070716,77.657136287516,50.5205773411567,75.5621890290124,21.72439826915458,39.34155462494569,86.12261595269588,68.0519059835398,63.59582395372553,79.46767885426794,305.3028877822851,29.79524564130753,98.7761240799216,82.12081226439342,52.478158799986325,55.76601364276628,119.85315129680748,270.3909179181118
5,16040201.0,418.6375,476.7615242435155,488.3078858291845,384.2450516287887,1248.9629261897298,626.2985785430899,338.967101944651,1237.1261076113944,951.8306172080828,461.1275771642297,517.4211261161182,468.7601565774583,488.46910658952976,925.4621508849182,1154.1363342066136,458.77230912316327,604.5945885541762,481.5400214668293,407.0699556153248,841.663091186687,447.59107603858274,301.6553134392028,357.389962241709,342.0564182810933,548.947628270801,429.360496969424,485.763189928638,484.0614566533983,869.4318809084764,614.1408997569077,746.763056507087,401.0321548679528,490.0031578665793,783.7690281704997,481.0446861811655,298.81025022583725,383.5482896464743,716.0051645482797,435.229143312018,463.4809714844363,444.267136188659,810.7165337835538,300.14846427724177,651.1430551455675,412.3205237133792,752.4556847107777,478.78078424699976,517.5989640934043,1442.6033336160376,295.5614194425067,644.8261137352278,480.099175826952,382.3104548849305,406.4662080298203,575.5643232041023,2249.0112058290965
6,11140205.0,2.368333333333333,3.30509588115963,3.5714561492776897,4.265703528852481,3.6712409970994178,3.8714890526352175,6.068456295262663,5.875386400910071,6.038150634946788,5.478693247040575,8.057303477453653,4.467409229041633,6.225794339538108,8.37753488646993,4.07944825629272,5.2029133906865885,5.574985829748127,2.8767156964074965,3.939596219544936,4.451397041446119,4.163530694632517,6.468658849384738,4.567814467654752,5.271825665575405,4.527813539695198,12.513183789304074,6.810884684218064,19.44675098236556,8.623995673316271,5.228253360570917,5.551854360909861,15.772041276695626,7.108582678344985,10.339242972891055,6.137927714926117,6.349135512114807,4.511802842237628,7.416440399045034,11.720657170990114,13.674790552502534,12.100418586795156,9.996122428404346,10.936316599418175,8.186804653575111,8.601660701346352,5.108260144656168,6.337077069061347,17.279063978244668,7.521279849618325,11.064654359497924,7.843685658592324,5.716722485807086,5.821340536594668,7.502081922490157,23.23114798059268,4.129194081281916
7,3050102.0,3.055,4.307338345710458,3.643175324010785,3.898432341531655,6.091391922987206,5.811149849030088,5.117589398509321,4.7928048055514685,4.514585584440508,5.616974181674593,7.223988456286409,7.392332333368972,6.957147367765491,10.876885172785473,6.430053951551734,4.722060061251842,5.722459698796601,5.034366362830303,4.911975577279022,5.8140777335204845,4.062376342986816,5.933871556679191,6.809466401221068,3.632960758783835,5.9999797505960215,8.510081887964423,6.683672793997609,13.000712880374833,8.68314228235563,7.516169517368065,11.96379786542476,32.11231952503818,7.641541402395037,8.731242044296918,7.328128886894575,7.098145523427704,9.324750598514752,5.883412758229039,4.076558042427643,10.866634839293411,8.009961901828667,5.954629796130227,10.387524098639338,6.38735168092528,9.64118020321814,8.716472860100843,8.246288122800658,4.723694305912654,13.16945099723513,10.344949695454554,9.396784133156016,7.750581943457864,5.878026829835616,6.706888419072058,15.069528839941588,5.492216288376095
8,15030201.0,71.495,24.0663578970008,52.94140289296861,52.275175257194206,65.94065000495586,54.6256377431568,26.2764345042919,79.84129933911775,23.24087557662876,27.72316593100776,31.54716147557155,103.1925853115154,31.85147818902805,17.457847778581453,54.900517515134,40.0919103774521,127.29019205273848,28.8799934422304,58.994986284774,51.7669783690281,41.8112909246976,65.82519514484156,62.209001837806255,39.404394946713154,38.4047390912774,50.660569318571,47.8385191072406,125.42001345348446,63.97909138061835,78.0533009438243,38.1772407131783,30.2159246731837,26.6168675026218,28.63846297909035,69.24558383757275,26.92464254777175,53.7240080975368,32.846525923447345,49.7430795262586,51.215180527545,35.4346584280245,30.674196807186547,31.567836536885952,30.2681816209767,79.51185830051045,32.7356668802066,26.69298260502875,130.88907880507855,173.24355371635636,16.90609327927213,89.85861027104725,102.72730342122604,32.4915849893282,40.4596182478363,117.13183895200004,90.9141197504621
9,15030202.0,71.495,24.0663578970008,52.94140289296861,52.275175257194206,65.94065000495586,54.6256377431568,26.2764345042919,79.84129933911775,23.24087557662876,27.72316593100776,31.54716147557155,103.1925853115154,31.85147818902805,17.457847778581453,54.900517515134,40.0919103774521,127.29019205273848,28.8799934422304,58.994986284774,51.7669783690281,41.8112909246976,65.82519514484156,62.209001837806255,39.404394946713154,38.4047390912774,50.660569318571,47.8385191072406,125.42001345348446,63.97909138061835,78.0533009438243,38.1772407131783,30.2159246731837,26.6168675026218,28.63846297909035,69.24558383757275,26.92464254777175,53.7240080975368,32.846525923447345,49.7430795262586,51.215180527545,35.4346584280245,30.674196807186547,31.567836536885952,30.2681816209767,79.51185830051045,32.7356668802066,26.69298260502875,130.88907880507855,173.24355371635636,16.90609327927213,89.85861027104725,102.72730342122604,32.4915849893282,40.4596182478363,117.13183895200004,90.9141197504621
