HUC8 ID,p10,p50,p90
16060011,12.598479046412264,25.568900129398468,43.86117313877605
15030202,15.595917814301647,27.664846459068176,44.019109892537514
15030201,15.958743971545935,28.153691350381578,44.30326444134999
18100204,689.2024322339993,1493.9730262452433,2636.4505299156976
16060013,12.588174465306674,25.38003332661964,43.968102009296935
18090208,187.10579188124538,336.4589840407417,526.6409006665338
16060003,9.302708552081244,19.001851188740766,32.683398346845955
3050105,4.510784290836867,5.462146063093714,6.642832820568312
16040201,267.2259087052486,366.4150286130494,480.36154171380394
14030005,13.638680350908574,21.492075898927716,32.19785510997855
3050102,5.737109708558309,7.07126134462821,8.737067510823763
16060010,8.515711162512574,17.079304890881815,29.854076061117162
11140205,5.056863157816675,8.071859242118018,11.824090424661756
