HUC8 ID,p10,p50,p90
16060011,0.17296067109707908,0.17578254237651453,0.17873562463576817
15030202,0.3118253917505232,0.31669493674281246,0.3216904216349645
15030201,0.3118489793454803,0.31672353576748297,0.32168367079207966
18100204,3.021959603293492,3.1220985971954383,3.230091514753592
16060013,0.1730346653350178,0.1758194955758597,0.1787183854843941
18090208,4.474634361429988,4.627284698063804,4.793956783504882
16060003,0.12193111187209345,0.12388237588684452,0.12588309448714094
3050105,0.1963524061475606,0.1987417187232802,0.20117599652125712
16040201,0.6528709316382232,0.6695670382503564,0.6873388969691405
14030005,0.08489835290397008,0.08645872782038443,0.0880888031566899
3050102,0.3391300450057012,0.34301809303708664,0.34693925576789575
16060010,0.061319566222171704,0.06319486555493196,0.06519560466751421
11140205,0.22907246325658717,0.23613369045460164,0.24362309380967728
