HUC8 ID,p10,p50,p90
16060011,9.818717130675696,16.275116400172784,25.083947476590332
15030202,22.81510637036737,36.563269659584115,54.91223450191312
15030201,22.829249317633995,36.3697699485933,54.89589310412137
18100204,468.5608185987317,861.1071010462651,1373.8325991307586
16060013,9.799898759201023,16.284513803244646,25.16313301669777
18090208,131.84313199461448,222.88305306694735,336.0980982902728
16060003,7.3482921489783335,12.042296791083169,18.163380454304093
3050105,3.016556589354623,3.7814974449661793,4.623260903226032
16040201,167.2151808213864,238.16726327432252,322.716558090085
14030005,14.102695157192711,19.51705285402185,27.019687355940093
3050102,4.0790183025794295,5.084348501178187,6.228882608047464
16060010,6.8610303773139805,11.282803052508365,17.045412446932506
11140205,4.760261027819669,7.628493064486652,10.81777220480442
