,HUC8 ID,CNRM_p10,CNRM_p50,CNRM_p90,HadGEM2_p10,HadGEM2_p50,HadGEM2_p90,IPSL_p10,IPSL_p50,IPSL_p90,CGCM3_p10,CGCM3_p50,CGCM3_p90,NorESM_p10,NorESM_p50,NorESM_p90
0,16060011,47.247338649378825,71.93181584903536,103.3187469328068,51.13566400924467,75.18974211987826,106.32778517988598,9.818717130675696,16.275116400172784,25.083947476590332,46.29822674290191,64.02053888077123,84.4277553105203,12.598479046412264,25.568900129398468,43.86117313877605
1,15030202,46.473971777944065,78.50107496676387,120.23870840828629,41.371057051992054,63.74928367040429,97.18158170810064,22.81510637036737,36.563269659584115,54.91223450191312,39.29485407440163,57.934580113270414,79.28138632474396,15.595917814301647,27.664846459068176,44.019109892537514
2,15030201,45.753129919058665,77.44739910029101,119.69486505160684,41.20170204563622,63.31719136701923,97.28038849205737,22.829249317633995,36.3697699485933,54.89589310412137,39.43050619957066,57.76200011264329,78.55783199869435,15.958743971545935,28.153691350381578,44.30326444134999
3,18100204,1472.9561781753848,2924.3145563792036,4986.765918043496,1075.8494754377095,1834.1373216650127,2900.029685404802,468.5608185987317,861.1071010462651,1373.8325991307586,1565.0299056818544,2415.273383021972,3366.0922300897087,689.2024322339993,1493.9730262452433,2636.4505299156976
4,16060013,47.75541727427491,72.10885072915676,102.50123533534037,51.37251925861695,75.21573833225838,105.149068445131,9.799898759201023,16.284513803244646,25.16313301669777,46.58953991592851,63.87919894011631,84.22253443621514,12.588174465306674,25.38003332661964,43.968102009296935
5,18090208,433.39078261752235,724.7479836568182,1151.548772317961,1068.1449193185208,1701.5232305765157,2438.0644049499965,131.84313199461448,222.88305306694735,336.0980982902728,608.5274944825156,1016.6506291014585,1620.3176852267088,187.10579188124538,336.4589840407417,526.6409006665338
6,16060003,34.04407955119058,51.82864594410462,72.7849358603821,37.91919067095592,55.96029208266453,79.01756233922937,7.3482921489783335,12.042296791083169,18.163380454304093,33.84586922429917,46.30521826045964,60.17691389105156,9.302708552081244,19.001851188740766,32.683398346845955
7,3050105,3.2152667158713757,4.516244278788971,6.447183691294487,6.0148612039132905,10.845172028896066,18.473042656860294,3.016556589354623,3.7814974449661793,4.623260903226032,2.990935615623527,3.730054533477768,4.518088939040624,4.510784290836867,5.462146063093714,6.642832820568312
8,16040201,367.9578854660023,504.963625146525,693.3585615447237,416.9088056811536,565.325996465169,733.1413416055934,167.2151808213864,238.16726327432252,322.716558090085,389.92303386611655,518.7518472289373,671.4141134497664,267.2259087052486,366.4150286130494,480.36154171380394
9,14030005,14.053068423251531,18.933692943401205,24.803165508976477,17.477788561773977,24.967340464568576,35.26998621488627,14.102695157192711,19.51705285402185,27.019687355940093,19.996260441088292,25.03864284845053,31.04573496982676,13.638680350908574,21.492075898927716,32.19785510997855
10,3050102,4.148439217797753,5.916782381742461,8.573279822126493,7.965612699651428,14.414992310272922,24.23001140235949,4.0790183025794295,5.084348501178187,6.228882608047464,3.9648774144934262,4.927810100282144,5.9682719821348575,5.737109708558309,7.07126134462821,8.737067510823763
11,16060010,28.721398580899276,41.930466347158315,57.46312337049944,41.565689445511204,67.54540095792902,97.88272125877877,6.8610303773139805,11.282803052508365,17.045412446932506,28.46503068664974,39.19496387349074,50.50529661007984,8.515711162512574,17.079304890881815,29.854076061117162
12,11140205,3.277463491970621,4.84447423076523,7.08756532474789,7.170762402763614,10.762007535387818,15.55504021416218,4.760261027819669,7.628493064486652,10.81777220480442,3.1126480428173404,4.379004675757782,6.145294315829197,5.056863157816675,8.071859242118018,11.824090424661756
