,HUC8 ID,CNRM_p10,CNRM_p50,CNRM_p90,HadGEM2_p10,HadGEM2_p50,HadGEM2_p90,IPSL_p10,IPSL_p50,IPSL_p90,CGCM3_p10,CGCM3_p50,CGCM3_p90,NorESM_p10,NorESM_p50,NorESM_p90
0,16060011,5.5045508952196,5.825318048001353,6.169277231553955,5.528011705428872,5.820902072409565,6.1464491000434975,4.9357658397581385,5.207713766457182,5.531679660924175,5.105378388061287,5.455733318697643,5.7568672169207336,4.582413769425424,5.017124987880486,5.400809883318693
1,15030202,37.88733219517385,40.27494830351698,42.398339539809825,37.508374232958644,39.90985923639029,41.97188980193537,36.021139575144005,37.72051403572464,39.686925866291844,34.43641021701813,36.92435880368864,39.07222234599036,33.04507057797514,36.29618498631429,39.55775449432219
2,15030201,37.85671291033615,40.26170585530457,42.40265439490798,37.39598968830819,39.863493688638904,41.9563176808597,35.95866784301363,37.693806671863186,39.71901014174512,34.42572640492409,36.87747609728285,39.02897881434601,32.98898595515001,36.2192464586314,39.501760414637964
3,18100204,20.92958833180183,22.311056563673844,23.68743434878297,19.545940931266532,21.23448926904049,22.58941772235449,19.860264611125345,20.617961208133117,21.569991487813777,19.013197189546798,19.88557340580512,20.841876195467414,18.193476763933965,19.676891975701345,20.822150939319837
4,16060013,5.494491877902028,5.831046582535976,6.168625365441534,5.523839120563045,5.819893015465269,6.147868458871635,4.935209738695212,5.202080156460021,5.522145875379581,5.108243841889302,5.452678723586856,5.762148287087706,4.585720542626501,5.024915386584373,5.41496063993416
5,18090208,346.6090856713915,374.15764274784806,402.3558697239471,352.1366192338644,383.92206996267146,410.43967143844196,299.6767929917651,325.55049511445156,354.4240825146637,310.3916214848317,328.1520897091188,346.16229394095393,309.34710021735685,335.4030170069936,357.86164492680535
6,16060003,3.8171331778171003,4.040059147460444,4.2705930388256155,3.8537536426934915,4.048599758157471,4.26645760590503,3.438000825960806,3.6216081882684525,3.836414021178935,3.567235852830883,3.794932169552139,3.9977179762328467,3.1883685139744693,3.486098888770333,3.7510617524228196
7,3050105,10.204802285567995,11.34432965224807,12.553566195096597,12.664052775934637,14.137107622659617,16.010631385059373,9.678963323707464,10.63047015842013,11.413864712011042,10.255187399210596,11.042231282360127,11.813602670239225,10.924675349942788,11.656646266716546,12.44619876844451
8,16040201,2.5069766112712526,2.6139093059057537,2.715186091778583,2.614319833720281,2.7099777960317986,2.8250153487172227,2.3826449123333617,2.5061476895763652,2.615606561226489,2.6225350218391643,2.716843398663088,2.8137030282556013,2.421831359910168,2.530810451220889,2.6418216792053557
9,14030005,1.6775664788416111,1.7488602696618563,1.8122345037831553,1.7488802029787458,1.8435327586566401,1.9490919162894593,1.709252228314754,1.7828412804348681,1.8696447574950943,1.7052458303608546,1.7757996075865785,1.8396198334597138,1.593205515109329,1.6961179100262291,1.8053233838711857
10,3050102,6.4671216832463445,7.418239565273238,8.404497729643138,8.623617961633403,9.769959280873902,11.291076580438645,6.232758383516066,6.990654384424786,7.628273263569977,6.556697545151825,7.202880058870555,7.813028192877402,7.218623551790255,7.78887920383492,8.406577064759423
11,16060010,0.8290063127884061,0.8837790380312491,0.9324643820581696,0.8284566047509272,0.8985498971096664,0.9617453869504586,0.6847519062173726,0.7511426148783775,0.8079214219761826,0.7634981569580933,0.8029682637220665,0.8383164754467874,0.6636135301710709,0.7327340588822847,0.7874434666516171
12,11140205,2.7750859098494747,3.101268393398656,3.495922505683836,3.576058544073068,3.9331378981754264,4.35304242974035,2.923889223297476,3.499037190679572,4.006551759441311,2.571637214069798,2.873329245532635,3.2161998025901335,2.9688837715489473,3.434100468801705,3.9592205194192447
