HUC8 ID,p10,p50,p90
16060011,34.29217890825682,48.77765347741893,72.6140025807841
15030202,42.72516325941429,67.68806989441345,98.43722774359776
15030201,75.64837196643879,140.76882792865263,218.15353853382382
18100204,452.9688382027255,460.8124458629396,472.42661716664793
16060013,26.200462738616316,47.42145695821985,78.65121345086128
18090208,25.67867468389493,36.48947869265858,48.87333629113091
16060003,22.209631059514415,45.95018053999886,84.13377772625296
3050105,2001.4934013228026,2574.886799878339,3256.732364623876
16040201,92.49108028787137,160.84855202638647,235.85873276163295
14030005,6978.381728924209,10205.04038176936,14032.372790472866
3050102,527.6823009503586,702.5907496703808,910.0333097764252
16060010,38.2018125340209,57.39986894963866,86.36822383914439
11140205,537.2306985602174,748.1457759186176,1004.7271636098747
